Sr.No.,Accord Code,Company Name,FR_ROA (%)4,FR_ROE (%)4,FR_ROCE (%)4,FR_Asset Turnover(x)4,FR_Year End4,FR_Adjusted PE (x)4,FR_Price / Book Value(x)4,FR_Dividend Yield(%)4,FR_EV/EBITDA(x)4,FR_Year End4.1,CONS_FR_1,CONS_FR_2,CONS_FR_3,CONS_FR_4,CONS_FR_5,CONS_FR_6,Stock Name,NSE Code,BSE Code,Stock Code,ISIN,Industry Name,Current Price,Current Price.1,Market Capitalization,PE TTM Price to Earnings,Forecaster Estimates 1Y forward PE,PE 3Yr Average,PE 5Yr Average,%Days traded below current PE Price to Earnings,Sector PE TTM,Industry PE TTM,PEG TTM PE to Growth,Forecaster Estimates 1Y forward PEG,Sector PEG TTM,Industry PEG TTM,Price to Book Value,%Days traded below current Price to Book Value,Sector Price to Book TTM,Industry Price to Book TTM,Basic EPS TTM,EPS TTM Growth %,ROE Annual %,Sector Return on Equity ROE,Industry Return on Equity ROE,RoA Annual %,Sector Return on Assets,Industry Return on Assets,Piotroski Score,sector_name,Industry Name.1,Latest financial result,Result Announced Date,STOCKNAME,PRICE0320
795,207937.0,CL Educate Ltd.,-11.3696389174981,-17.0319437668926,-12.5509640782155,0.665724549127673,202003.0,0.0,0.155958879094332,3.20512820512821,7.86378649616575,202003.0,C,C,C,C,C,C,CL Educate Ltd.,CLEDUCATE,540403.0,CLEDUCATE,INE201M01029,Education,94.0,94.0,508.52,80.56,Export NA,27.02,26.8,99.46,64.96,48.52,-1.32,Export NA,5.87,9.13,1.75,85.56,11.22,13.96,1.17,-60.83,5.37,17.25,19.7,3.88,9.68,10.18,5.0,Diversified Consumer Services,Education,2024-12-31,2025-02-04,CLEDUCATE,7.8
802,117330.0,CMI Ltd.,0.535630026280054,1.17971008302785,8.4641490391883,0.72112195185133,202003.0,8.22168087697929,0.0968932685694635,2.46913580246914,4.75062329672377,202003.0,S,S,S,S,S,S,CMI Ltd.,CMICABLES,517330.0,CMICABLES,INE981B01011,Wires & Cables,3.71,3.71,5.95,-0.71,Export NA,,,,53.59,41.3,-0.01,Export NA,8.42,3.57,-0.04,,16.74,8.72,-5.19,92.44,0.0,20.72,19.79,-2.6,10.69,13.23,3.0,Consumer Durables,Wires & Cables,2024-03-31,2024-10-07,CMICABLES,19.95
806,219300.0,Coal India Ltd.,12.1253418260306,56.9860196007443,73.0769716858494,1.03157788580164,202003.0,5.16197541424853,2.68303743020165,8.57142857142857,2.29295938377749,202003.0,C,C,C,C,C,C,Coal India Ltd.,COALINDIA,533278.0,COALINDIA,INE522F01014,Coal & Mining,398.2,398.2,245399.84,7.13,Export NA,7.31,7.44,37.42,18.22,8.32,0.85,Export NA,1.55,3.38,2.55,11.44,5.66,4.19,55.88,8.37,45.21,23.96,38.63,15.73,10.88,17.6,8.0,Metals & Mining,Coal & Mining,2024-12-31,2025-05-07,COALINDIA,140.05
811,219691.0,Cochin Shipyard Ltd.,10.9538632413918,17.9254841637848,24.874387872851,0.59317947590849,202003.0,5.49984598349942,0.933672802278127,6.29328287606433,1.4674995486365,202003.0,C,C,C,C,C,C,Cochin Shipyard Ltd.,COCHINSHIP,540678.0,COCHINSHIP,INE704P01025,Marine Port & Services,1485.7,1485.7,39085.91,48.92,Export NA,50.51,29.93,90.26,32.6,32.34,1.17,Export NA,1.61,0.73,7.41,90.1,19.63,5.4,30.37,41.7,15.65,132.52,15.24,6.5,8.54,7.17,6.0,Transportation,Marine Port & Services,2024-12-31,2025-02-06,COCHINSHIP,133.2
813,132541.0,Coforge Ltd.,12.6400583886358,21.0512099043331,27.0453338055605,1.13098246989336,202003.0,16.1620213963964,3.00474729922117,2.69999564516831,7.97438369152971,202003.0,C,C,C,C,C,C,Coforge Ltd.,COFORGE,532541.0,COFORGE,INE591G01017,IT Consulting & Software,7392.0,7392.0,49436.88,63.82,Export NA,54.08,53.78,86.45,27.64,26.51,6.54,Export NA,5.09,5.29,8.27,65.4,8.69,8.78,115.82,9.76,22.27,31.36,33.12,13.22,19.49,20.52,7.0,Software & Services,IT Consulting & Software,2024-12-31,2025-05-05,COFORGE,1147.75
815,100830.0,Colgate-Palmolive (India) Ltd.,19.6922115434859,53.7545159130198,67.4107233027288,1.09876696900475,202003.0,41.7389827007832,21.3681703512618,2.23472604653019,26.9060958537364,202003.0,S,S,S,S,S,S,Colgate-Palmolive (India) Ltd.,COLPAL,500830.0,COLPAL,INE259A01022,Personal Products,2688.6,2688.6,73126.05,50.03,Export NA,57.19,48.84,74.55,53.52,52.48,3.13,Export NA,10.76,14.98,44.24,94.04,22.28,15.43,53.74,16.0,70.61,42.17,29.75,41.4,19.26,17.43,7.0,FMCG,Personal Products,2024-12-31,2025-01-28,COLPAL,1252.7
825,132456.0,Compuage Infocom Ltd.,2.56089625283368,16.1052565177605,14.8339760771563,3.55266822105236,202003.0,1.77616755436831,0.268161045130641,2.39808153477218,4.36545452294211,202003.0,C,C,C,C,C,C,Compuage Infocom Ltd.,COMPINFO,532456.0,COMPINFO,INE070C01037,Electronic Components,1.87,1.87,16.04,,Export NA,,7.59,,56.77,55.08,,Export NA,9.47,0.85,0.06,,7.9,9.54,,,0.0,11.62,18.14,-55.89,5.38,10.95,1.0,Commercial Services & Supplies,Electronic Components,2024-03-31,2023-11-02,COMPINFO,8.0
826,132339.0,Compucom Software Ltd.,0.047252055147271,0.0583439938382477,1.21062712698863,0.0962489479282352,202003.0,68.7615526802218,0.231018452750489,8.06451612903226,-1.18380743982494,202003.0,C,C,C,C,C,C,Compucom Software Ltd.,COMPUSOFT,532339.0,COMPUSOFT,INE453B01029,IT Training Services,19.94,19.94,157.78,195.2,Export NA,39.4,40.53,99.51,27.64,37.69,-2.18,Export NA,5.09,0.14,1.13,75.41,8.69,3.23,0.1,-89.42,3.73,31.36,8.86,2.61,19.49,6.53,4.0,Software & Services,IT Training Services,2024-12-31,2025-02-10,COMPUSOFT,3.6
836,126829.0,Confidence Petroleum India Ltd.,7.91828963820698,12.8261408840836,16.7364457478272,1.62697203967802,202003.0,7.66823161189358,0.922618742018085,0.0,3.47366971622039,202003.0,C,C,C,C,C,C,Confidence Petroleum India Ltd.,CONFIPET,526829.0,CONFIPET,INE552D01024,Oil Marketing & Distribution,56.55,56.55,1878.82,25.62,Export NA,27.7,31.72,50.32,21.32,20.55,-0.7,Export NA,2.03,3.17,1.46,32.51,1.98,2.44,2.21,-36.73,8.65,13.5,22.71,4.6,5.84,10.58,5.0,Oil & Gas,Oil Marketing & Distribution,2024-12-31,2025-02-08,CONFIPET,14.75
839,100226.0,Consolidated Finvest & Holdings Ltd.,-0.252593884405486,-0.256739303062607,0.203280134362312,0.0133752939379145,202003.0,0.592486007808119,0.0664238800789368,0.0,1.08553447865607,202003.0,S,S,S,C,C,S,Consolidated Finvest & Holdings Ltd.,CONSOFINVT,500226.0,CONSOFINVT,INE025A01027,Finance (including NBFCs),198.0,198.0,640.06,6.3,Export NA,8.37,181.3,34.63,21.62,37.14,-0.09,Export NA,4.95,25.92,0.69,67.87,4.05,4.62,31.45,-69.58,5.74,17.25,15.84,5.01,2.86,4.26,4.0,Banking and Finance,Finance (including NBFCs),2024-12-31,2025-02-11,CONSOFINVT,22.4
850,122295.0,Control Print Ltd.,10.3801395452955,14.3337685244192,18.2978350558665,0.768182900183811,202003.0,12.0138917891747,1.7152292218102,4.12903225806452,6.60484511285528,202003.0,C,C,C,C,C,C,Control Print Ltd.,CONTROLPR,522295.0,CONTROLPR,INE663B01015,Computer Hardware,656.0,656.0,1049.22,22.87,Export NA,23.24,20.81,76.36,50.45,33.39,-1.09,Export NA,0.36,0.36,2.95,42.28,31.07,39.07,28.69,-20.97,16.89,10.83,7.63,12.55,5.33,3.71,5.0,Hardware Technology & Equipment,Computer Hardware,2024-12-31,2025-01-18,CONTROLPR,186.25
855,200042.0,Cords Cable Industries Ltd.,3.41650733257109,7.73224327906377,16.227385972255,1.55358397627443,202003.0,2.96302580074409,0.223690160341447,0.0,2.1309811390833,202003.0,S,S,S,S,S,S,Cords Cable Industries Ltd.,CORDSCABLE,532941.0,CORDSCABLE,INE792I01017,Wires & Cables,185.8,185.8,240.2,17.91,Export NA,22.92,18.76,63.97,53.59,41.3,0.36,Export NA,8.42,3.57,1.37,88.79,16.74,8.72,10.37,49.64,5.95,20.72,19.79,2.78,10.69,13.23,7.0,Consumer Durables,Wires & Cables,2024-12-31,2025-02-10,CORDSCABLE,24.5
857,106395.0,Coromandel International Ltd.,10.2789743995591,27.8477504307741,26.3353808193425,1.26785566931706,202003.0,14.9630668922544,3.70155552819903,2.20628792057363,9.87176316472993,202003.0,C,C,C,C,C,C,Coromandel International Ltd.,COROMANDEL,506395.0,COROMANDEL,INE169A01031,Fertilizers,2210.0,2210.0,65114.62,39.53,Export NA,22.75,20.37,98.84,28.69,28.69,-8.41,Export NA,2.38,2.38,6.41,99.66,13.1,13.1,55.9,-4.7,17.43,12.69,12.69,10.35,7.14,7.14,5.0,Fertilizers,Fertilizers,2024-12-31,2025-01-30,COROMANDEL,546.2
861,108814.0,Cosmo First Ltd.,6.01196138650329,16.0945469507048,14.2566407116076,1.21430596664909,202003.0,3.57302596741606,0.551716440258079,7.19424460431655,4.0448334878414,202003.0,C,C,C,C,C,C,Cosmo First Ltd.,COSMOFIRST,508814.0,COSMOFIRST,INE757A01017,Containers & Packaging,604.0,604.0,1585.48,13.03,Export NA,19.33,13.56,82.26,56.77,21.79,0.24,Export NA,9.47,0.71,1.11,41.04,7.9,3.68,46.34,54.72,4.61,11.62,10.05,1.76,5.38,6.19,5.0,Commercial Services & Supplies,Containers & Packaging,2024-12-31,2025-02-11,COSMOFIRST,138.7
864,126550.0,Country Club Hospitality & Holidays Ltd.,-7.26460350302283,-13.5441436691305,-3.3181935075281,0.120273638779975,202003.0,0.0,0.0746832799432636,0.0,23.9863283747147,202003.0,C,C,C,C,C,C,Country Club Hospitality & Holidays Ltd.,CCHHL,526550.0,CCHHL,INE652F01027,Hotels,17.33,17.33,283.28,195.66,Export NA,19.22,19.22,93.33,59.17,59.29,-2.14,Export NA,1.57,1.52,0.92,93.15,11.09,8.68,0.09,-91.32,-1.58,12.4,12.35,-0.78,5.99,6.89,2.0,Hotels Restaurants & Tourism,Hotels,2024-12-31,2025-02-13,CCHHL,1.8
865,131624.0,Country Condo's Ltd.,2.16784462281578,3.30934523376176,7.15017667639844,0.624113434375372,202003.0,16.2297128589263,0.528513078146521,0.0,3.83717641375902,202003.0,S,S,S,S,S,S,Country Condo's Ltd.,COUNCODOS,531624.0,COUNCODOS,INE695B01025,Realty,8.97,8.97,69.6,125.21,Export NA,37.68,37.94,100.0,44.21,46.53,-1.82,Export NA,3.89,4.18,2.84,95.31,5.6,6.28,0.07,-68.96,6.58,9.66,10.57,4.79,4.59,4.99,6.0,Realty,Realty,2024-12-31,2025-02-11,COUNCODOS,0.75
873,243574.0,Creative Castings Ltd.,9.46018905974896,11.6040358884503,15.1253324770681,0.983259895289571,202003.0,15.9652733729445,1.80598124919881,2.7027027027027,10.3510712321772,202003.0,S,S,S,S,S,S,Creative Castings Ltd.,,539527.0,CREATIVE,INE146E01015,Castings & Forgings,609.05,609.05,79.18,17.9,Export NA,18.9,18.28,68.74,52.89,42.85,-11.77,Export NA,4.08,0.55,2.03,66.0,13.34,6.02,34.02,-1.52,12.99,21.36,14.8,11.15,11.85,9.11,6.0,General Industrials,Castings & Forgings,2024-12-31,2025-01-28,CREATIVE,77.95
874,132392.0,Creative Eye Ltd.,-11.0799568503842,-17.2492059298678,-13.0830171864521,0.445536002156374,202003.0,0.0,0.0878835773993097,0.0,1.38225951908132,202003.0,S,S,S,S,S,S,Creative Eye Ltd.,CREATIVEYE,532392.0,CREATIVEYE,INE230B01021,Broadcasting & Cable TV,6.89,6.89,13.82,-9.29,Export NA,,,,29.76,17.72,-0.21,Export NA,4.22,0.1,0.67,95.78,8.37,1.64,-0.74,44.42,-12.54,19.99,11.03,-8.85,12.88,10.24,2.0,Media,Broadcasting & Cable TV,2024-12-31,2025-02-13,CREATIVEYE,1.5
875,285246.0,Creative Newtech Ltd.,5.69347074005601,20.8333612415354,20.8600951827691,3.35134337647123,202003.0,11.4975588890364,2.18748261205097,0.64143681847338,7.03985683880097,202003.0,C,C,C,C,C,C,Creative Newtech Ltd.,CREATIVE,,CREATIVE,INE985W01018,Internet & Catalogue Retail,730.0,730.0,1096.22,18.35,Export NA,29.12,37.42,24.12,100.12,136.73,0.25,Export NA,3.94,1.87,4.7,42.5,17.18,12.22,39.79,73.97,20.42,12.88,2.11,12.19,9.05,1.75,6.0,Retailing,Internet & Catalogue Retail,2024-12-31,2025-02-04,CREATIVE,77.95
877,221842.0,CreditAccess Grameen Ltd.,3.25128795543616,13.2033814257716,10.7018936178067,0.165167443897863,202003.0,14.6062128747065,1.78745368926589,0.0,12.8690270181374,202003.0,C,C,C,C,C,C,CreditAccess Grameen Ltd.,CREDITACC,541770.0,CREDITACC,INE741K01010,Microfinance Institutions,1135.85,1135.85,18137.18,20.58,Export NA,19.85,37.66,25.65,21.62,18.78,-0.6,Export NA,4.95,0.55,2.6,17.86,4.05,2.38,55.19,-34.5,22.0,17.25,15.75,5.01,2.86,2.51,4.0,Banking and Finance,Microfinance Institutions,2024-12-31,2025-01-24,CREDITACC,337.35
880,111413.0,Crest Ventures Ltd.,1.61322617338354,1.86347713695389,4.1239226479348,0.105238925921362,202003.0,2.97663903541824,0.236037216367458,1.05485232067511,6.68310490051441,202003.0,C,C,C,C,C,C,Crest Ventures Ltd.,CREST,511413.0,CREST,INE559D01011,Finance (including NBFCs),404.0,404.0,1149.37,15.57,Export NA,11.33,46.25,75.15,21.62,37.14,0.83,Export NA,4.95,25.92,0.97,76.51,4.05,4.62,25.95,18.7,5.44,17.25,15.84,4.38,2.86,4.26,4.0,Banking and Finance,Finance (including NBFCs),2024-12-31,2025-02-12,CREST,52.4
885,280713.0,Crompton Greaves Consumer Electricals Ltd.,18.6944855052678,43.096704737347,35.4232942272194,1.70236981103652,202003.0,26.3739874385513,9.86493180619395,0.0,20.3499977208843,202003.0,C,C,C,C,C,C,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,539876.0,CROMPTON,INE299U01018,Household Appliances,344.4,344.4,22172.79,42.25,Export NA,48.7,45.55,63.58,53.59,46.79,1.98,Export NA,8.42,2.52,7.14,29.94,16.74,7.28,8.15,21.28,14.66,20.72,12.55,7.23,10.69,6.83,7.0,Consumer Durables,Household Appliances,2024-12-31,2025-02-12,CROMPTON,208.8
888,282862.0,Crown Lifters Ltd.,-6.60260372593126,-19.2649686681324,-0.206463880344363,0.270545355671973,202003.0,0.0,0.531336345422145,0.0,6.44215509157402,202003.0,S,S,S,S,S,S,Crown Lifters Ltd.,CROWN,,CROWN,INE491V01019,Transport Related Services,178.99,178.99,201.83,11.46,Export NA,19.78,19.6,32.19,32.6,19.59,0.06,Export NA,1.61,0.78,4.09,64.09,19.63,9.38,15.61,195.34,15.26,132.52,212.09,5.06,8.54,25.77,5.0,Transportation,Transport Related Services,2024-12-31,2025-02-10,CROWN,42.0
889,295768.0,CSB Bank Ltd.,0.0711365992178999,1.04934629132692,7.32757330579499,,202003.0,161.532392119264,1.14015182489914,0.0,10.1557233889297,202003.0,S,S,S,S,S,S,CSB Bank Ltd.,CSBBANK,542867.0,CSBBANK,INE679A01013,Banks,358.0,358.0,6210.79,11.19,Export NA,10.26,12.82,55.85,21.62,16.24,-3.79,Export NA,4.95,1.14,1.5,21.24,4.05,2.49,31.98,-2.95,15.62,17.25,14.67,1.57,2.86,1.52,5.0,Banking and Finance,Banks,2024-12-31,2025-04-28,CSBBANK,118.05
891,126027.0,Cubex Tubings Ltd.,0.543711186705357,0.739412962472758,1.90468443171841,0.912999907167219,202003.0,30.242605516783,0.222726983527136,0.0,6.46172382522219,202003.0,S,S,S,S,S,S,Cubex Tubings Ltd.,CUBEXTUB,526027.0,CUBEXTUB,INE144D01012,Copper,81.08,81.08,116.1,21.62,Export NA,32.81,27.84,17.23,18.22,52.98,0.83,Export NA,1.55,1.64,1.68,89.06,5.66,8.8,3.75,26.05,5.76,23.96,13.11,3.8,10.88,9.02,8.0,Metals & Mining,Copper,2024-12-31,2025-02-13,CUBEXTUB,8.55
892,100480.0,Cummins India Ltd.,11.5142040772368,16.2488975270063,17.466245452926,0.847145232589827,202003.0,12.7873218908737,2.04969968469164,4.3010752688172,10.6860642280936,202003.0,C,C,C,C,C,C,Cummins India Ltd.,CUMMINSIND,500480.0,CUMMINSIND,INE298A01020,Industrial Machinery,2968.1,2968.1,82275.73,40.98,Export NA,49.55,44.29,65.61,52.89,51.56,1.31,Export NA,4.08,2.13,11.81,85.94,13.34,13.18,72.43,31.17,26.02,21.36,20.04,19.18,11.85,12.4,8.0,General Industrials,Industrial Machinery,2024-12-31,2025-05-28,CUMMINSIND,326.7
894,130843.0,Cupid Ltd.,30.9155569488729,44.4159045339996,49.9815247720645,1.25127357915901,202003.0,4.74054306411048,1.8254509112946,3.17796610169492,3.28976275371499,202003.0,S,S,S,S,S,S,Cupid Ltd.,CUPID,530843.0,CUPID,INE509F01029,Personal Products,73.1,73.1,1961.68,36.95,Export NA,46.46,30.78,89.1,53.52,52.48,0.32,Export NA,10.76,14.98,6.12,88.81,22.28,15.43,1.98,116.95,13.22,42.17,29.75,12.45,19.26,17.43,5.0,FMCG,Personal Products,2024-12-31,2025-02-14,CUPID,7.05
902,132175.0,Cyient Ltd.,7.0380263822853,13.3612672057643,17.4940338168339,0.91325199311049,202003.0,7.37561182410298,0.990530525820492,6.53167864141084,2.81285350678733,202003.0,C,C,C,C,C,C,Cyient Ltd.,CYIENT,532175.0,CYIENT,INE136B01020,IT Consulting & Software,1244.3,1244.3,13814.62,21.77,Export NA,32.51,27.89,69.23,27.64,26.51,-6.41,Export NA,5.09,5.29,2.69,18.85,8.69,8.78,57.15,-3.4,16.03,31.36,33.12,9.74,19.49,20.52,7.0,Software & Services,IT Consulting & Software,2024-12-31,2025-04-24,CYIENT,229.3
907,100096.0,Dabur India Ltd.,16.2974677310882,23.9936963353735,26.4092091488165,1.08884692984554,202003.0,55.0629815335698,12.2171089201042,0.666296501943365,37.8475283709783,202003.0,C,C,C,C,C,C,Dabur India Ltd.,DABUR,500096.0,DABUR,INE016A01026,Personal Products,485.9,485.9,86116.95,47.92,Export NA,55.16,56.6,33.77,53.52,52.48,79.05,Export NA,10.76,14.98,8.31,0.37,22.28,15.43,10.14,0.61,18.67,42.17,29.75,12.18,19.26,17.43,5.0,FMCG,Personal Products,2024-12-31,2025-05-07,DABUR,450.05
911,293380.0,Dalmia Bharat Ltd.,1.14931427467645,2.24793388429752,4.72932057648056,0.523565771682442,202003.0,42.569120412285,0.903838862559242,0.408997955010225,6.53204850584669,202003.0,C,C,C,C,C,C,Dalmia Bharat Ltd.,DALBHARAT,542216.0,DALBHARAT,INE00R701025,Cement & Cement Products,1903.8,1903.8,35708.66,63.43,Export NA,40.05,34.01,91.28,40.59,53.63,-1.3,Export NA,3.35,4.71,2.04,40.16,4.65,4.07,30.02,-48.82,5.03,12.67,9.89,2.97,5.35,5.51,6.0,Cement and Construction ,Cement & Cement Products,2024-12-31,2025-04-23,DALBHARAT,490.6
915,121220.0,Damodar Industries Ltd.,-1.42386985363319,-6.66517337544556,5.0625902397944,1.5755427427455,202003.0,0.0,0.451151118856711,0.0,8.70691975586668,202003.0,S,S,S,S,S,S,Damodar Industries Ltd.,DAMODARIND,521220.0,DAMODARIND,INE497D01022,Textiles,33.65,33.65,78.4,20.15,Export NA,78.92,55.05,73.61,65.84,31.53,0.77,Export NA,4.31,6.74,0.65,29.44,17.98,4.44,1.67,26.17,4.35,26.33,15.41,1.24,10.65,10.79,8.0,Textiles Apparels & Accessories,Textiles,2024-12-31,2025-02-05,DAMODARIND,18.0
923,132528.0,Datamatics Global Services Ltd.,6.60062511632683,9.33091896101343,12.8778651919637,1.28716201038438,202003.0,3.76854215218437,0.350779107563717,0.0,0.94846106779964,202003.0,C,C,C,C,C,C,Datamatics Global Services Ltd.,DATAMATICS,532528.0,DATAMATICS,INE365B01017,IT Consulting & Software,613.5,613.5,3626.18,17.05,Export NA,18.04,16.6,84.25,27.64,26.51,4.78,Export NA,5.09,5.29,2.81,84.14,8.69,8.78,35.98,3.56,16.12,31.36,33.12,13.54,19.49,20.52,3.0,Software & Services,IT Consulting & Software,2024-12-31,2025-01-29,DATAMATICS,41.05
927,130393.0,DB (International) Stock Brokers Ltd.,4.82201111712629,6.59630532875662,10.7843121806005,0.191904579950029,202003.0,13.0562843727007,0.831335540245196,0.0,-2.34937705878109,202003.0,C,C,C,C,C,C,DB (International) Stock Brokers Ltd.,DBSTOCKBRO,530393.0,DBSTOCKBRO,INE921B01025,Capital Markets,28.5,28.5,99.75,15.36,Export NA,17.63,66.38,39.57,21.62,26.03,-0.85,Export NA,4.95,1.98,1.43,54.07,4.05,12.92,1.86,-18.17,13.64,17.25,23.88,6.97,2.86,8.7,5.0,Banking and Finance,Capital Markets,2024-12-31,2025-01-15,DBSTOCKBRO,7.0
929,132772.0,DCB Bank Ltd.,0.90969008680962,11.1643391418091,11.6939710595571,,202003.0,8.72634293879819,0.926239757114092,0.0,8.44140215318318,202003.0,S,S,S,S,S,S,DCB Bank Ltd.,DCBBANK,532772.0,DCBBANK,INE503A01015,Banks,127.99,127.99,4022.56,6.77,Export NA,7.69,8.75,5.92,21.62,16.24,0.5,Export NA,4.95,1.14,0.75,10.05,4.05,2.49,18.9,13.67,11.21,17.25,14.67,0.85,2.86,1.52,2.0,Banking and Finance,Banks,2024-12-31,2025-04-25,DCBBANK,94.8
930,111611.0,DCM Financial Services Ltd.,-0.75873086628071,0.0,0.0,0.0,202003.0,0.0,-0.030643772991733,0.0,22.1154100286232,202003.0,C,C,C,C,C,C,DCM Financial Services Ltd.,DCMFINSERV,511611.0,DCMFINSERV,INE891B01012,Finance (including NBFCs),5.86,5.86,12.97,-19.58,Export NA,,35.23,,21.62,37.14,-0.23,Export NA,4.95,25.92,-0.27,,4.05,4.62,-0.3,86.88,0.0,17.25,15.84,-3.96,2.86,4.26,1.0,Banking and Finance,Finance (including NBFCs),2024-12-31,2025-02-14,DCMFINSERV,0.4
931,102820.0,DCM Ltd.,-6.45691167216653,-28.4464095380821,-5.30064521144279,0.483592201863531,202003.0,0.0,-14.3203043745833,0.0,80.3460741035857,202003.0,C,C,C,C,C,C,DCM Ltd.,DCM,502820.0,DCM,INE498A01018,Other Industrial Products,106.0,106.0,197.98,7.19,Export NA,46.96,33.04,12.01,52.89,29.3,0.01,Export NA,4.08,3.31,9.21,81.04,13.34,21.45,14.74,869.28,25.06,21.36,21.38,4.59,11.85,12.12,7.0,General Industrials,Other Industrial Products,2024-12-31,2025-02-13,DCM,13.4
932,295658.0,DCM Nouvelle Ltd.,1.16290537452683,2.84959390794234,5.59778269054775,1.57692253800454,202003.0,11.7501947546092,0.330094370880326,0.0,6.56095322632874,202003.0,C,C,C,S,S,C,DCM Nouvelle Ltd.,DCMNVL,542729.0,DCMNVL,INE08KP01019,Textiles,185.98,185.98,347.37,42.49,Export NA,28.51,23.45,72.3,65.84,31.53,0.19,Export NA,4.31,6.74,1.08,56.4,17.98,4.44,4.38,221.83,-1.03,26.33,15.41,-0.42,10.65,10.79,4.0,Textiles Apparels & Accessories,Textiles,2024-12-31,2025-02-04,DCMNVL,23.9
934,123367.0,DCM Shriram Ltd.,8.82603177602083,18.9943367084263,18.7212082182838,0.988229217720521,202003.0,4.67930292421074,0.828161130290055,3.81306672866775,3.81774598994494,202003.0,C,C,C,C,C,C,DCM Shriram Ltd.,DCMSHRIRAM,523367.0,DCMSHRIRAM,INE499A01024,Diversified,1073.0,1073.0,16732.61,30.81,Export NA,26.66,22.26,92.5,29.46,28.13,5.85,Export NA,2.68,4.6,2.52,72.04,3.45,3.7,34.83,5.27,6.85,11.36,3.41,3.87,3.35,1.76,5.0,Diversified,Diversified,2024-12-31,2025-01-18,DCMSHRIRAM,215.2
935,100117.0,DCW Ltd.,-1.46545127272939,-4.08780277011509,5.21968824061275,0.699430120840206,202003.0,0.0,0.281514263428239,0.0,4.81291940049883,202003.0,S,S,S,S,S,S,DCW Ltd.,DCW,500117.0,DCW,INE500A01029,Commodity Chemicals,85.87,85.87,2534.5,74.03,Export NA,78.73,120.68,81.92,51.17,40.2,-18.34,Export NA,13.03,26.37,2.44,96.81,7.59,5.99,1.16,-4.04,1.51,14.53,11.79,0.74,9.9,7.88,5.0,Chemicals & Petrochemicals,Commodity Chemicals,2024-12-31,2025-02-13,DCW,7.25
937,190031.0,De Nora India Ltd.,11.177370477558,14.1903028643389,18.0668403390512,0.663215915835365,202003.0,8.52975945555839,1.13039855368224,0.0,4.27803231612329,202003.0,S,S,S,S,S,S,De Nora India Ltd.,DENORA,590031.0,DENORA,INE244A01016,Electrodes & Refractories,842.0,842.0,446.98,111.46,Export NA,39.54,34.91,95.5,52.89,32.75,-1.32,Export NA,4.08,1.63,3.58,63.37,13.34,4.34,7.55,-84.38,15.88,21.36,13.29,15.0,11.85,10.67,5.0,General Industrials,Electrodes & Refractories,2024-12-31,2025-04-29,DENORA,133.8
938,288694.0,Debock Industries Ltd.,1.54827843796624,3.76753527143149,3.45254422569169,0.333866114226391,202003.0,4.14235142347246,0.15800429511973,0.0,9.5083467165803,202003.0,S,S,S,S,S,S,Debock Industries Ltd.,DIL,,DIL,INE411Y01011,Hotels,2.65,2.65,43.13,8.68,Export NA,13.8,14.12,51.15,59.17,59.29,0.03,Export NA,1.57,1.52,0.2,10.08,11.09,8.68,0.31,300.14,3.75,12.4,12.35,3.4,5.99,6.89,4.0,Hotels Restaurants & Tourism,Hotels,2024-12-31,2025-02-21,DIL,2.25
940,102137.0,Deccan Cements Ltd.,8.50670169438556,13.229973315271,11.3313580193432,0.833995209143971,202003.0,4.62932051367653,0.582845163062758,2.13675213675214,2.84994252018832,202003.0,S,S,S,S,S,S,Deccan Cements Ltd.,DECCANCE,502137.0,DECCANCE,INE583C01021,Cement & Cement Products,782.25,782.25,1095.74,423.51,Export NA,20.04,13.94,99.1,40.59,53.63,-4.5,Export NA,3.35,4.71,1.54,72.98,4.65,4.07,1.85,-94.14,5.18,12.67,9.89,2.57,5.35,5.51,3.0,Cement and Construction ,Cement & Cement Products,2024-12-31,2025-02-11,DECCANCE,196.15
953,106401.0,Deepak Nitrite Ltd.,19.9149662912559,46.2288632494799,37.5648689616496,1.37856622541918,202003.0,8.68434235088247,3.35466025408579,1.16399379203311,5.95176581148388,202003.0,C,C,C,C,C,C,Deepak Nitrite Ltd.,DEEPAKNTR,506401.0,DEEPAKNTR,INE288B01029,Commodity Chemicals,2013.7,2013.7,27465.46,36.69,Export NA,38.26,34.97,69.58,51.17,40.2,-6.87,Export NA,13.03,26.37,5.4,51.47,7.59,5.99,54.89,-5.34,16.9,14.53,11.79,13.3,9.9,7.88,6.0,Chemicals & Petrochemicals,Commodity Chemicals,2024-12-31,2025-02-13,DEEPAKNTR,385.05
956,223077.0,Delphi World Money Ltd.,14.9031384415068,31.5841136916877,43.9252299688877,22.4604661173732,202003.0,10.1126690177238,2.76229996298999,0.0,3.69885262304669,202003.0,S,S,S,S,S,S,Delphi World Money Ltd.,DELPHIFX,533452.0,DELPHIFX,INE726L01019,Other Financial Services,147.0,147.0,163.58,123.05,Export NA,20.13,28.54,99.29,21.62,43.72,-1.34,Export NA,4.95,4.89,0.73,1.09,4.05,11.37,1.19,-92.14,6.85,17.25,20.92,4.74,2.86,14.05,4.0,Banking and Finance,Other Financial Services,2024-12-31,2025-02-06,DELPHIFX,369.95
